ID,Case Number,Date,Primary Type,Arrest,Domestic,District,Latitude,Longitude
13142198,JG342764,2023-07-15 23:30:00,MOTOR VEHICLE THEFT,False,False,6,41.743935565,-87.606885657
10619890,HZ369580,2016-07-29 06:40:00,THEFT,False,True,6,41.738637343,-87.654628879
7742626,HS550402,2010-10-05 16:15:00,CRIMINAL DAMAGE,False,False,6,41.756597949,-87.614329502
8000983,HT232940,2011-04-03 22:23:00,CRIMINAL TRESPASS,True,False,6,41.751631878,-87.644065776
14292343,JK371036,2026-08-13 00:11:00,CRIMINAL TRESPASS,False,False,6,41.748726396,-87.612434802
4274439,HL589816,2005-09-03 16:15:00,THEFT,False,True,6,41.745394001,-87.600163368
8208797,HT442752,2011-08-11 00:00:00,CRIMINAL DAMAGE,False,False,6,41.756019454,-87.606566152
11495518,JB500348,2018-10-30 01:00:00,BURGLARY,False,False,6,41.748078134,-87.662166383
11234271,JB157012,2018-02-18 21:18:00,BATTERY,False,True,6,41.745354023,-87.603798903
14322897,JK407268,2026-09-06 06:00:00,CRIMINAL SEXUAL ASSAULT,False,True,6,41.746692325,-87.665002465
11252998,JB181704,2018-03-11 10:35:00,THEFT,False,False,6,41.750657714,-87.614956494
13036900,JG217134,2023-04-10 01:00:00,CRIMINAL DAMAGE,True,True,6,41.749033642,-87.600272204
2152299,HH400579,2002-05-27 21:00:00,BATTERY,False,True,6,41.740753936,-87.651045049
2090312,HH317944,2002-04-19 15:40:07,THEFT,True,False,6,41.732214483,-87.625328663
9481124,HX133952,2014-01-31 09:00:00,BATTERY,True,True,6,41.75563077,-87.636857948
5989817,HN777231,2007-12-25 15:30:00,ROBBERY,False,False,6,41.723110319,-87.623787533
11929242,JC556385,2019-12-22 07:00:00,MOTOR VEHICLE THEFT,False,False,6,41.747643677,-87.603509135
13166804,JG372212,2023-08-06 22:00:00,MOTOR VEHICLE THEFT,False,False,6,41.756260416,-87.607783884
4355157,HL651480,2005-10-03 12:00:00,BURGLARY,False,False,6,41.752866466,-87.619293006
10855703,JA160992,2017-02-20 15:35:00,CRIMINAL TRESPASS,True,False,6,41.750111323,-87.644030737
2571161,HJ158682,2003-02-01 01:45:00,DECEPTIVE PRACTICE,True,False,6,41.752368959,-87.606475401
4600795,HM194644,2006-02-21 06:00:00,MOTOR VEHICLE THEFT,False,False,6,41.756057234,-87.654929158
3428099,HK494309,2004-07-13 23:30:00,MOTOR VEHICLE THEFT,False,False,6,41.749267989,-87.616097026
2266237,HH546881,2002-07-30 17:00:00,ASSAULT,False,False,6,41.757809966,-87.610240376
7160545,HR569540,2009-10-03 08:30:00,BURGLARY,False,False,6,41.740878678,-87.622727222
13647840,JH488984,2024-10-30 14:08:00,MOTOR VEHICLE THEFT,False,False,6,41.757855777,-87.599288522
13166918,JG372227,2023-08-06 22:06:00,BATTERY,True,False,6,41.750005014,-87.673125651
10074520,HY263455,2015-05-17 00:56:00,WEAPONS VIOLATION,True,False,6,41.734911377,-87.631915875
5157020,HM751064,2006-12-01 13:01:27,ROBBERY,True,False,6,41.748458232,-87.605159961
2013316,HH219202,2002-03-03 03:45:00,ROBBERY,False,False,6,41.744422614,-87.664502002
6295293,HP373002,2008-06-03 13:55:00,THEFT,True,False,6,41.739265865,-87.604893749
9880921,HX531713,2014-12-05 20:02:00,NARCOTICS,True,False,6,41.739073401,-87.648567625
11525451,JB540195,2018-12-04 17:30:00,ASSAULT,False,False,6,41.757800182,-87.607817852
5070825,HM673713,2006-10-21 03:00:00,THEFT,False,False,6,41.721627204,-87.624485177
12920782,JF507999,2022-12-01 15:12:00,BATTERY,False,True,6,41.757919753,-87.610242809
5609755,HN417161,2007-06-20 10:15:00,PUBLIC PEACE VIOLATION,False,False,6,41.743838823,-87.612877894
9595233,HX245489,2014-05-02 12:03:00,PUBLIC PEACE VIOLATION,True,False,6,41.724481588,-87.626314715
11399080,JB374192,2018-06-30 12:00:00,OTHER OFFENSE,False,False,6,41.755929033,-87.657389725
5242694,HN120698,2007-01-12 18:13:00,THEFT,True,False,6,41.739265865,-87.604893749
2137925,HH382625,2002-04-10 00:00:00,DECEPTIVE PRACTICE,False,False,6,41.738528072,-87.671653034
6986954,HR392099,2009-06-23 23:00:00,BURGLARY,False,False,6,41.748197813,-87.629425947
6421034,HP502693,2008-08-09 00:05:00,BATTERY,True,True,6,41.749517508,-87.599548431
14210124,JK270390,2026-05-26 19:48:00,NARCOTICS,True,False,6,41.750389805,-87.630655322
1394051,G107863,2001-02-22 13:00:00,BATTERY,False,True,6,41.740129597,-87.623189829
11192158,JA569330,2017-12-31 20:36:00,WEAPONS VIOLATION,True,False,6,41.746452496,-87.643919633
3116523,HJ847285,2003-12-31 09:20:00,THEFT,False,False,6,41.75049487,-87.605217567
4663000,HM262416,2006-03-30 20:37:58,CRIMINAL DAMAGE,False,False,6,41.736735059,-87.66673615
10431608,HZ169250,2016-02-29 12:00:00,BATTERY,False,False,6,41.745512156,-87.598897804
4150574,HL483534,2005-07-07 14:00:00,DECEPTIVE PRACTICE,False,True,6,41.744343706,-87.660856799
10514988,HZ257134,2016-05-09 07:40:00,BURGLARY,False,False,6,41.72661072,-87.63251171
11296341,JB238428,2018-04-26 03:00:00,THEFT,False,False,6,41.746451528,-87.621262283
2877448,HJ540583,2003-08-04 19:30:00,BATTERY,True,False,6,41.73625535,-87.62820806
3392019,HK411840,2004-06-06 12:15:00,BATTERY,False,True,6,41.737237946,-87.609690773
7073241,HR480055,2009-08-12 17:45:00,BATTERY,True,True,6,41.758086305,-87.59928956
7469486,HS271124,2010-04-22 22:30:00,ASSAULT,False,True,6,41.749077445,-87.627426454
9427223,HW571122,2013-12-14 21:25:00,BATTERY,False,True,6,41.747057814,-87.606330101
6954942,HR359573,2009-06-05 15:00:00,ASSAULT,True,False,6,41.751702738,-87.663469929
9861938,HX511656,2014-11-17 17:00:00,THEFT,False,False,6,41.75830449,-87.620871042
4013912,HL371735,2005-05-21 18:00:00,MOTOR VEHICLE THEFT,False,False,6,41.74105832,-87.624264186
5334434,HN189741,2006-12-15 15:00:00,OTHER OFFENSE,False,False,6,41.755818154,-87.613825106
4978153,HM590463,2006-09-09 00:40:00,CRIMINAL DAMAGE,False,False,6,41.756680544,-87.609564027
9921113,HY110063,2015-01-10 11:00:00,MOTOR VEHICLE THEFT,False,False,6,41.736259984,-87.628068782
7427769,HS230592,2010-03-28 20:38:00,NARCOTICS,True,False,6,41.753402389,-87.65381368
3159874,HK157226,2004-01-31 17:30:00,CRIMINAL TRESPASS,True,False,6,41.75077094,-87.635103784
8761920,HV436832,2012-08-19 00:32:00,NARCOTICS,True,False,6,41.741579382,-87.611426486
3086090,HJ808330,2003-12-09 18:55:06,THEFT,False,False,6,41.739265865,-87.604893749
10363932,HY555820,2015-12-26 19:16:00,THEFT,False,False,6,41.755929033,-87.657389725
12333336,JE190979,2021-04-06 09:20:00,MOTOR VEHICLE THEFT,False,False,6,41.752941386,-87.668360597
10909068,JA221786,2017-04-07 22:24:00,OTHER OFFENSE,False,False,6,41.758214815,-87.624119338
4782325,HM395776,2006-06-05 19:12:06,CRIMINAL DAMAGE,False,False,6,41.754928547,-87.668409719
14201925,JK260450,2026-05-12 09:00:00,THEFT,False,False,6,41.750772111,-87.624538423
7960046,HT192645,2011-03-07 14:30:00,BATTERY,False,True,6,41.756521694,-87.667238789
11592819,JC144975,2019-02-08 14:30:00,ROBBERY,False,False,6,41.758331064,-87.619404694
11336652,JB292235,2018-06-04 09:00:00,OTHER OFFENSE,False,True,6,41.741165084,-87.621115498
10304546,HY493091,2015-11-07 14:00:00,BATTERY,True,True,6,41.7550726,-87.649009634
6867501,HR272915,2009-03-05 07:00:00,STALKING,False,False,6,41.745234343,-87.601378097
12175325,JD378307,2020-09-24 23:02:00,ASSAULT,False,False,6,41.746140855,-87.652406156
6318626,HP405025,2008-06-19 21:45:00,ROBBERY,False,False,6,41.751181266,-87.663460692
3159703,HK154516,2004-01-30 13:30:00,OTHER OFFENSE,True,False,6,41.743546065,-87.602588167
12736563,JF287773,2022-06-20 20:56:00,BATTERY,True,True,6,41.747053044,-87.603845629
10711297,HZ469279,2016-10-11 00:00:00,NARCOTICS,True,False,6,41.750940757,-87.625185222
3059625,HJ772652,2003-11-20 19:00:00,CRIMINAL DAMAGE,False,False,6,41.746544828,-87.621261252
8362596,HT595638,2011-11-18 21:50:00,NARCOTICS,True,False,6,41.758067019,-87.606616353
6002994,HP108043,2008-01-05 16:39:00,BATTERY,True,True,6,41.748514115,-87.664928601
8389484,HT622055,2011-12-07 16:30:00,THEFT,False,False,6,41.756249125,-87.634743877
12045810,JD226695,2020-05-06 20:00:00,THEFT,False,False,6,41.744440245,-87.663288919
14068598,JJ538040,2025-12-29 06:30:00,CRIMINAL DAMAGE,False,False,6,41.72444317,-87.626315136
7135970,HR543584,2009-09-18 08:00:00,THEFT,False,False,6,41.738914367,-87.644916273
12201038,JD408240,2020-10-22 21:00:00,CRIMINAL DAMAGE,False,False,6,41.754149706,-87.653032503
2889521,HJ560401,2003-08-13 16:50:00,CRIMINAL DAMAGE,False,False,6,41.753243005,-87.657033098
3532356,HK613782,2004-09-07 00:00:00,OTHER OFFENSE,False,True,6,41.756062272,-87.646998026
6598958,HP667209,2008-11-05 13:20:00,BATTERY,False,False,6,41.750005014,-87.673125651
7261440,HR675662,2009-12-05 19:38:00,ASSAULT,False,False,6,41.750794047,-87.60522518
11817616,JC420447,2019-08-30 20:57:00,ASSAULT,False,False,6,41.747945371,-87.657308575
4526410,HM112447,2006-01-08 02:25:11,BATTERY,False,False,6,41.758275902,-87.622458361
2208542,HH470287,2002-06-27 06:00:00,BATTERY,False,False,6,41.738729518,-87.638824978
2878575,HJ547197,2003-08-07 12:00:00,BURGLARY,False,False,6,41.744181086,-87.66449718
1779649,G597748,2001-10-05 13:56:21,CRIMINAL TRESPASS,True,False,6,41.736377238,-87.627499596
9428246,HW572414,2013-12-15 00:00:00,THEFT,False,False,6,41.737750767,-87.604855911
12351404,JE212824,2021-04-22 08:30:00,MOTOR VEHICLE THEFT,False,False,6,41.749349782,-87.611628939
9797939,HX447230,2014-09-28 20:00:00,ASSAULT,True,True,6,41.740561073,-87.648610446
5232020,HN111859,2007-01-07 18:58:00,CRIMINAL DAMAGE,False,False,6,41.740844514,-87.651047754
6879607,HP610959,2008-10-05 21:36:00,BURGLARY,False,False,6,41.747884075,-87.667016598
3867850,HL241499,2005-03-18 10:55:00,ASSAULT,False,False,6,41.746140855,-87.652406156
5322766,HN177883,2007-02-15 11:30:00,NARCOTICS,True,False,6,41.721620821,-87.63149266
2323194,HH612426,2002-08-27 21:30:00,BATTERY,True,True,6,41.752297175,-87.600359675
3267917,HK293804,2004-04-10 09:10:00,CRIMINAL DAMAGE,False,False,6,41.739022995,-87.649780958
11613478,JC173878,2019-03-01 06:30:00,CRIMINAL DAMAGE,False,False,6,41.753653949,-87.626372136
11891565,JC510711,2019-11-14 19:40:00,BURGLARY,False,False,6,41.748181243,-87.651248581
2192645,HH169698,2002-02-05 23:08:00,ASSAULT,False,False,6,41.753281473,-87.64411043
3670157,HK769746,2004-11-23 09:00:00,THEFT,False,False,6,41.746667117,-87.60141679
9383098,HW526084,2013-11-08 18:00:00,BATTERY,False,True,6,41.752564662,-87.637191609
4674998,HM274289,2006-04-02 13:00:00,BURGLARY,False,False,6,41.745435298,-87.598895016
3717154,HK820050,2004-12-20 22:00:00,ASSAULT,False,True,6,41.742425121,-87.654735562
6231931,HP317366,2008-05-04 19:00:00,BATTERY,False,False,6,41.739028787,-87.655855875
14131217,JK174327,2026-03-08 12:00:00,MOTOR VEHICLE THEFT,False,False,6,41.743740347,-87.619082664
13412541,JH204875,2024-03-28 19:17:00,BURGLARY,False,False,6,41.755352491,-87.634416423
4500871,HL803599,2005-12-22 10:00:00,MOTOR VEHICLE THEFT,True,False,6,41.75245073,-87.644698356
2337537,HH636058,2001-09-04 16:00:00,THEFT,False,False,6,41.749363302,-87.603775498
11778428,JC327210,2019-06-29 11:18:00,NARCOTICS,True,False,6,41.751104325,-87.615721106
3180268,HK185012,2004-02-15 18:38:20,BATTERY,False,True,6,41.752457082,-87.616570932
5075568,HM682190,2006-10-25 16:30:00,OTHER OFFENSE,False,False,6,41.748641142,-87.600262011
13991750,JJ444472,2025-10-08 14:50:00,NARCOTICS,True,False,6,41.748703102,-87.651785417
7067180,HR474970,2009-08-10 00:05:00,CRIMINAL TRESPASS,False,True,6,41.746692431,-87.665020786
7839172,HS643904,2010-12-03 11:15:00,CRIMINAL DAMAGE,False,False,6,41.738569281,-87.663137439
8544374,HV219547,2012-03-29 13:29:00,BATTERY,False,True,6,41.742641244,-87.661625734
7612625,HS417647,2010-07-18 20:04:00,NARCOTICS,True,False,6,41.756259091,-87.624719943
6123077,HP216503,2008-03-09 17:30:00,BURGLARY,False,False,6,41.736413347,-87.620457206
3601879,HK694749,2004-10-18 17:40:00,ASSAULT,True,True,6,41.745794448,-87.670603692
11311462,JB258316,2018-05-10 15:07:00,BURGLARY,False,False,6,41.745016976,-87.602582482
4690239,HM292809,2006-04-13 22:00:00,THEFT,False,False,6,41.747503113,-87.674239649
2012036,HH213659,2002-02-28 08:22:37,ASSAULT,False,False,6,41.754274652,-87.644524934
7024336,HR429404,2009-07-14 22:30:00,ASSAULT,False,False,6,41.750621289,-87.603948154
11938104,JD100143,2020-01-01 02:12:00,BATTERY,True,True,6,41.748501333,-87.612429991
5761052,HN550327,2007-08-25 19:46:00,NARCOTICS,True,False,6,41.748802031,-87.602686141
1490579,G211610,2001-04-13 19:45:00,NARCOTICS,True,False,6,41.738080425,-87.664487205
5492437,HN310455,2007-04-28 14:30:00,BATTERY,False,True,6,41.755864287,-87.602869924
13451477,JH252473,2024-05-04 13:45:00,SEX OFFENSE,False,False,6,41.749466462,-87.604463281
9276570,HW420872,2013-08-23 20:00:00,BATTERY,False,False,6,41.744997768,-87.602582699
1515306,G258947,2001-05-05 20:40:00,THEFT,True,False,6,41.736377238,-87.627499596
4556278,HM138866,2006-01-22 15:40:00,OFFENSE INVOLVING CHILDREN,False,True,6,41.755116716,-87.669628208
10412419,HZ149552,2016-02-12 17:40:00,CRIMINAL TRESPASS,True,False,6,41.750832464,-87.605224746
10812939,JA112364,2017-01-07 15:00:00,CRIMINAL TRESPASS,False,False,6,41.747814721,-87.656093319
1761841,G573549,2001-09-24 17:03:18,CRIMINAL DAMAGE,False,False,6,41.750548629,-87.64419097
13833998,JJ252522,2025-05-13 02:04:00,MOTOR VEHICLE THEFT,False,False,6,41.736264617,-87.627929503
6310174,HP394272,2008-06-14 06:55:00,CRIMINAL DAMAGE,True,True,6,41.745746893,-87.608202751
8964152,HW112287,2012-12-30 13:30:00,THEFT,False,False,6,41.750657714,-87.614956494
10053446,HY242408,2015-04-30 23:45:00,BATTERY,True,True,6,41.752532177,-87.602786766
3134738,HK120072,2004-01-12 01:54:21,MOTOR VEHICLE THEFT,False,False,6,41.744594124,-87.647508597
6529700,HP585627,2008-09-22 01:05:00,NARCOTICS,True,False,6,41.750672649,-87.641994487
5989218,HN785250,2007-03-27 09:00:00,THEFT,False,False,6,41.746842227,-87.602627744
12830464,JF400181,2022-09-17 20:00:00,CRIMINAL DAMAGE,False,False,6,41.732533446,-87.609571387
4629746,HM228537,2006-03-12 17:20:00,OTHER OFFENSE,False,True,6,41.749559902,-87.668274563
1400878,G970299,2001-02-27 07:34:34,CRIMINAL DAMAGE,False,False,6,41.741610094,-87.602393931
8125425,HT360132,2011-06-20 15:30:00,OTHER OFFENSE,False,True,6,41.755389949,-87.650226698
4119301,HL454046,2005-06-30 14:06:48,THEFT,False,False,6,41.751255357,-87.663459922
11678338,JC252550,2019-05-06 17:30:00,THEFT,True,False,6,41.742710224,-87.634088181
12497946,JE391415,2021-09-29 09:45:00,BATTERY,False,True,6,41.75420115,-87.649678573
13103087,JG296450,2023-06-11 03:30:00,BATTERY,False,True,6,41.756115887,-87.605326291
7512854,HS315986,2010-05-19 18:10:00,OTHER OFFENSE,False,False,6,41.736129473,-87.629162044
3243586,HK266662,2004-03-27 21:06:10,THEFT,False,False,6,41.737108349,-87.666746945
2250807,HH528061,2002-07-22 10:30:00,SEX OFFENSE,False,False,6,41.752287209,-87.655969347
6263993,HP350475,2008-05-21 00:00:00,DECEPTIVE PRACTICE,False,False,6,41.745840943,-87.600964456
10717574,HZ476165,2016-10-16 02:05:00,PROSTITUTION,True,False,6,41.757327195,-87.644213747
8701547,HV377896,2012-07-11 17:05:00,NARCOTICS,True,False,6,41.748944055,-87.605172793
9154513,HW299860,2013-06-01 01:00:00,ROBBERY,False,False,6,41.750240207,-87.640364681
13746978,JJ146983,2025-02-12 07:27:00,THEFT,False,False,6,41.737750767,-87.604855911
1828783,G660524,2001-11-02 16:10:44,BATTERY,False,False,6,41.747373276,-87.613281784
2547101,HJ111362,2003-01-06 22:00:00,NARCOTICS,True,False,6,41.750409276,-87.599098513
5998455,HP106059,2008-01-04 14:40:00,THEFT,False,False,6,41.755633717,-87.644173224
2423836,HH741443,2002-10-25 14:45:00,BATTERY,False,False,6,41.746197626,-87.668188337
3055249,HJ772411,2003-11-20 21:30:00,OTHER OFFENSE,False,True,6,41.738008783,-87.604863987
4493678,HL795842,2005-12-18 02:22:00,BATTERY,True,False,6,41.750094836,-87.644027249
4338688,HL636709,2005-09-25 09:00:00,CRIMINAL DAMAGE,False,False,6,41.740716823,-87.655904087
1566622,G327589,2001-05-01 09:00:00,DECEPTIVE PRACTICE,False,False,6,41.752303401,-87.677203008
10658932,HZ408236,2016-08-13 03:47:00,OTHER OFFENSE,False,False,6,41.754210691,-87.634388497
10729286,HZ488408,2016-10-25 12:08:00,ASSAULT,True,False,6,41.743846796,-87.675999272
6670617,HP743244,2008-12-19 19:00:00,THEFT,False,False,6,41.750205369,-87.622976177
10100269,HY142028,2015-02-06 11:34:49,NARCOTICS,True,False,6,41.754902895,-87.607058856
8665646,HV335121,2012-06-14 12:00:00,OTHER OFFENSE,False,True,6,41.742621194,-87.607343845
1647903,G410746,2001-07-13 21:10:00,NARCOTICS,True,False,6,41.752541085,-87.64603871
11076131,JA417119,2017-08-15 00:00:00,BURGLARY,False,False,6,41.732718203,-87.622018492
10918969,JA232116,2017-04-20 12:07:00,OTHER OFFENSE,True,False,6,41.757503829,-87.631233774
2666017,HJ281693,2003-04-04 16:40:00,MOTOR VEHICLE THEFT,False,False,6,41.749250765,-87.617295548
6141779,HP233351,2008-03-18 16:00:00,CRIMINAL DAMAGE,False,False,6,41.755405649,-87.660327195
7073583,HR480960,2009-08-13 07:45:00,CRIMINAL TRESPASS,False,False,6,41.757177021,-87.638417211
1537437,G288598,2001-05-19 10:45:44,CRIMINAL DAMAGE,False,False,6,41.736406776,-87.670234898
9890442,HX540601,2014-12-05 17:00:00,CRIMINAL DAMAGE,False,False,6,41.751468669,-87.667107794
7435633,HS237631,2010-04-02 00:05:00,THEFT,False,False,6,41.746625732,-87.608742532
3926518,HL301248,2005-04-17 00:00:00,MOTOR VEHICLE THEFT,False,False,6,41.755623047,-87.627944794
8213049,HT446993,2011-08-14 00:05:00,CRIMINAL DAMAGE,False,True,6,41.753499808,-87.634370555
12641513,JF168799,2022-03-07 23:30:00,ASSAULT,False,False,6,41.736259984,-87.628068782
9250068,HW395480,2013-08-05 21:00:00,OTHER OFFENSE,False,False,6,41.738914367,-87.644916273
6956201,HR356402,2009-06-03 18:30:00,CRIMINAL DAMAGE,False,False,6,41.744851735,-87.603786268
14071081,JK100301,2026-01-01 04:02:00,BATTERY,True,False,6,41.751928332,-87.644077264
10592103,HZ343542,2016-07-08 15:30:00,OTHER OFFENSE,False,True,6,41.747894679,-87.664590559
12059979,JD243312,2020-05-25 21:00:00,ASSAULT,False,False,6,41.749674412,-87.663421388
4150111,HL480604,2005-07-12 16:00:00,THEFT,False,False,6,41.749030653,-87.673102653
8332483,HT566529,2011-10-30 10:30:00,BATTERY,False,True,6,41.74808565,-87.643968122
12403653,JE277311,2021-06-23 20:10:00,OTHER OFFENSE,True,False,6,41.756139768,-87.640249911
5917630,HN712963,2007-11-17 16:16:00,THEFT,False,False,6,41.732214483,-87.625328663
8703968,HV380239,2012-07-12 05:00:00,BATTERY,False,True,6,41.752562695,-87.637319899
4682873,HM284878,2006-03-18 22:00:00,THEFT,False,False,6,41.748232929,-87.641533277
3288107,HK317679,2004-04-22 10:50:00,WEAPONS VIOLATION,True,False,6,41.749002933,-87.601481873
10346836,HY537869,2015-12-05 19:30:00,THEFT,True,False,6,41.740918989,-87.631967753
2036845,HH232527,2002-03-09 19:30:00,NARCOTICS,True,False,6,41.721627204,-87.624485177
11361808,JB325297,2018-06-25 16:00:00,BURGLARY,False,False,6,41.746099336,-87.673033747
12935352,JF525430,2022-12-28 10:30:00,CRIMINAL DAMAGE,False,True,6,41.729291382,-87.631075797
4659338,HM253510,2006-03-26 09:56:35,CRIMINAL DAMAGE,False,False,6,41.758125035,-87.605376887
3063820,HJ727358,2003-10-30 10:40:00,GAMBLING,True,False,6,41.749760515,-87.650081163
12804880,JF369459,2022-08-25 06:47:00,CRIMINAL DAMAGE,True,True,6,41.757001124,-87.650271918
12659921,JF195000,2022-04-02 02:00:00,THEFT,False,True,6,41.746952014,-87.602630163
2212686,HH479429,2002-06-30 11:00:00,CRIMINAL DAMAGE,True,False,6,41.753681703,-87.651395582
5724586,HN523503,2007-08-11 23:22:13,WEAPONS VIOLATION,True,False,6,41.748362873,-87.64397615
13083454,JG273327,2023-05-24 12:45:00,THEFT,False,False,6,41.736262166,-87.627977161
5825945,HN623235,2007-10-01 20:30:00,NARCOTICS,True,False,6,41.750613302,-87.61006462
10215418,HY401607,2015-08-28 15:30:00,MOTOR VEHICLE THEFT,False,False,6,41.754442247,-87.633656666
8533745,HV210520,2012-03-23 01:20:00,ROBBERY,False,False,6,41.751015284,-87.620816057
13805302,JJ217581,2025-04-14 08:30:00,THEFT,False,False,6,41.74621174,-87.635406033
6129687,HP218446,2008-03-11 00:05:00,BATTERY,False,True,6,41.745102603,-87.601375929
12458454,JE344028,2021-08-20 17:11:00,THEFT,False,False,6,41.743009401,-87.634095927
14110264,JK148878,2026-02-14 01:30:00,CRIMINAL TRESPASS,False,True,6,41.753367768,-87.652600977
4012849,HL370373,2005-05-21 17:25:00,ROBBERY,False,False,6,41.756259091,-87.624719943
4852080,HM463866,2006-07-09 03:50:00,BATTERY,False,True,6,41.749033642,-87.600272204
2668348,HJ283399,2003-04-06 11:15:00,BATTERY,False,True,6,41.757447014,-87.641775183
5906823,HN703266,2007-11-12 14:30:00,BATTERY,False,True,6,41.755500017,-87.646593539
3250404,HK275353,2004-04-01 03:00:00,CRIMINAL DAMAGE,False,False,6,41.749574828,-87.667061413
13764703,JJ168579,2025-03-04 00:15:00,THEFT,False,True,6,41.748828946,-87.603898816
10530124,HZ273059,2016-05-20 22:54:00,NARCOTICS,True,False,6,41.750112843,-87.648875415
10853485,JA158002,2017-02-18 01:36:00,BATTERY,True,False,6,41.751928332,-87.644077264
1520256,G265085,2001-05-08 15:00:00,THEFT,False,False,6,41.750770558,-87.629643375
7611581,HS416143,2010-07-17 19:35:00,NARCOTICS,True,False,6,41.747010225,-87.643111142
2621241,HJ226290,2003-03-08 18:42:37,ASSAULT,True,True,6,41.751539633,-87.661855469
11432350,JB417098,2018-08-31 20:30:00,THEFT,False,False,6,41.739339979,-87.604896575
1649019,G402936,2001-01-01 11:56:00,THEFT,False,False,6,41.725892305,-87.619236423
4885651,HM497361,2006-07-25 04:19:00,BATTERY,False,False,6,41.738736762,-87.647340089
6534213,HP608130,2008-10-03 19:00:00,MOTOR VEHICLE THEFT,True,False,6,41.722845397,-87.617797587
11411494,JB389127,2018-08-11 15:55:00,CRIMINAL TRESPASS,False,True,6,41.756889607,-87.649056302
12392874,JE254177,2021-06-05 00:23:00,BATTERY,False,True,6,41.745394001,-87.600163368
3581816,HK668909,2004-10-06 06:05:00,ROBBERY,False,False,6,41.758544333,-87.607453951
8572135,HV246734,2012-04-17 20:14:00,OTHER OFFENSE,True,False,6,41.750244966,-87.63435456
2443030,HH766195,2002-11-08 09:00:00,THEFT,False,False,6,41.757709956,-87.626360608
3090027,HJ813155,2003-12-12 07:50:00,WEAPONS VIOLATION,False,False,6,41.728383912,-87.608244178
5499254,HN319410,2007-05-02 23:00:00,MOTOR VEHICLE THEFT,False,False,6,41.755858607,-87.619871895
6837679,HR245235,2009-03-29 13:50:00,CRIMINAL DAMAGE,False,False,6,41.724849668,-87.611800619
13275244,JG501845,2023-11-12 21:56:00,BURGLARY,False,False,6,41.751563094,-87.647705611
5879657,HN685802,2007-11-02 21:10:00,CRIMINAL DAMAGE,False,False,6,41.732621545,-87.614424764
10552931,HZ299459,2016-06-08 23:55:00,ROBBERY,False,False,6,41.746673633,-87.666508758
14235613,JK301344,2026-06-19 20:30:00,ASSAULT,False,False,6,41.75089628,-87.627769334
12011034,JD184698,2020-03-11 10:00:00,ASSAULT,False,False,6,41.751465519,-87.661852577
11263611,JB195565,2018-03-22 13:30:00,CRIMINAL TRESPASS,True,False,6,41.756064436,-87.632356295
7381341,HS182125,2010-02-26 13:55:00,THEFT,True,False,6,41.750490827,-87.654302474
11277007,JB212952,2018-04-05 18:40:00,PUBLIC PEACE VIOLATION,True,False,6,41.722259321,-87.623745612
2032390,HH237280,2002-03-12 11:06:13,THEFT,False,False,6,41.749657947,-87.66342156
5402053,HN246530,2007-03-25 01:00:00,BATTERY,True,True,6,41.743742271,-87.618950727
2428509,HH748707,2002-10-30 08:30:00,THEFT,False,False,6,41.754147277,-87.612575714
6230009,HP314037,2008-05-02 22:40:00,NARCOTICS,True,False,6,41.752811419,-87.622364737
14287602,JK364807,2026-08-08 06:56:00,BATTERY,True,False,6,41.748716415,-87.603896425
7469509,HS271062,2010-04-22 22:10:00,NARCOTICS,True,False,6,41.746870656,-87.652838183
1381140,G090456,2001-02-13 16:02:00,ASSAULT,True,False,6,41.736162409,-87.625589406
11238774,JB162794,2018-02-22 20:38:00,BURGLARY,False,False,6,41.744686105,-87.629141842
13518252,JH333549,2024-07-04 21:48:00,WEAPONS VIOLATION,True,False,6,41.751452878,-87.624567581
11189760,JA565820,2017-06-21 09:00:00,THEFT,False,False,6,41.738398273,-87.641690134
12178971,JD381713,2020-09-28 06:38:00,ROBBERY,False,True,6,41.75424487,-87.602825983
11709320,JC290086,2019-06-02 17:00:00,MOTOR VEHICLE THEFT,False,False,6,41.751829517,-87.626458122
13964404,JJ411470,2025-09-12 10:30:00,THEFT,False,False,6,41.750490827,-87.654302474
3925971,HL296230,2005-04-14 12:40:00,SEX OFFENSE,False,False,6,41.738876076,-87.640827623
12358376,JE221256,2021-05-06 07:10:00,BATTERY,False,True,6,41.744245938,-87.653569452
9176653,HW321364,2013-06-16 14:30:00,CRIMINAL DAMAGE,False,True,6,41.743627381,-87.626108377
5903681,HN697689,2007-11-09 12:38:00,OTHER OFFENSE,True,False,6,41.757883508,-87.605372286
2560855,HJ136298,2003-01-20 02:30:00,ROBBERY,False,True,6,41.751487323,-87.642843297
11851761,JC461685,2019-10-06 00:25:00,BATTERY,False,True,6,41.756916372,-87.642979353
9333646,HW477531,2013-10-03 04:20:00,THEFT,True,False,6,41.751305337,-87.603628907
6435524,HP516351,2008-08-15 05:00:00,THEFT,False,False,6,41.739180911,-87.624215222
5967659,HN756957,2007-12-13 11:30:00,THEFT,False,False,6,41.742582799,-87.607347942
11257982,JB188117,2018-03-16 13:00:00,ASSAULT,False,False,6,41.751188365,-87.610739804
6324243,HP412289,2008-06-23 02:30:00,BURGLARY,False,False,6,41.756180544,-87.637914858
7680303,HS484893,2010-08-26 17:30:00,BATTERY,False,True,6,41.75599681,-87.618265094
